,Ticker symbol,Security,SEC filings,GICS Sector,GICS Sub Industry,Address of Headquarters,Date first added,CIK,Market Cap,Volume Avg,Sector ID,Sector,IDs,Sub-industry
,TMK,Torchmark Corp.,reports,Financials,Life & Health Insurance,"McKinney, Texas",4/30/1989,320335,6441162982,640287,4,,,
,TSS,Total System Services,reports,Information Technology,Internet Software & Services,"Columbus, Georgia",,721683,6575207994,781025,7,,,
,TSCO,Tractor Supply Company,reports,Consumer Discretionary,Specialty Retail,"Brentwood, Tennessee",,916365,11322350041,1104086,1,,,
,RIG,Transocean,reports,Energy,Oil & Gas Drilling,"Vernier, Switzerland",10/28/2013,1451505,5697666005,14949560,3,,,
,TRIP,TripAdvisor,reports,Consumer Discretionary,Internet Retail,"Newton, Massachusetts",,1526520,9718851010,1783741,1,,,
,FOXA,Twenty-First Century Fox,reports,Consumer Discretionary,Publishing,"New York, New York",7/1/2013,1308161,71969450001,10505949,1,,,
,TSN,Tyson Foods,reports,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",,100493,14647970008,4479649,2,,,
,TYC,Tyco International,reports,Industrials,Industrial Conglomerates,"Schaffhausen, Switzerland",,833444,17514487800,2360886,6,,,
,USB,U.S. Bancorp,reports,Financials,Banks,"Minneapolis, Minnesota",,36104,74851260021,7413375,4,,,
,UA,Under Armour,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Baltimore, Maryland",,1336917,15403280007,2195284,1,,,
,UNP,Union Pacific,reports,Industrials,Railroads,"Omaha, Nebraska",,100885,104211300009,4292124,6,,,
,UNH,United Health Group Inc.,reports,Health Care,Managed Health Care,"Minnetonka, Minnesota",7/1/1994,731766,101977800019,4443363,5,,,
,UPS,United Parcel Service,reports,Industrials,Air Freight & Logistics,"Atlanta, Georgia",,1090727,89472570009,4027938,6,,,
,MLM,Martin Marietta Materials,reports,Materials,Construction Materials,"Raleigh, North Carolina",7/2/2014,916076,7247676013,714922,8,,,
,URI,"United Rentals, Inc.",reports,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",9/20/2014,1215583,7996733965,3325730,6,,,
,UTX,United Technologies,reports,Industrials,Industrial Conglomerates,"Hartford, Connecticut",,101829,104640099995,4386096,6,,,
,UHS,"Universal Health Services, Inc.",reports,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",9/20/2014,352915,10150930034,844565,5,,,
,UNM,Unum Group,reports,Financials,Diversified Financial Services,"Chattanooga, Tennessee",3/1/1994,5513,7826864987,1796502,4,,,
,URBN,Urban Outfitters,reports,Consumer Discretionary,Apparel Retail,"Philadelphia, Pennsylvania",,912615,4658867013,1928199,1,,,
,VFC,V.F. Corp.,reports,Consumer Discretionary,"Apparel, Accessories & Luxury Goods","Greensboro, North Carolina",6/30/1979,103379,29958980001,2063095,1,,,
,VLO,Valero Energy,reports,Energy,Oil & Gas Refining & Marketing & Transportation,"San Antonio, Texas",,1035002,27563440017,8578386,3,,,
,VAR,Varian Medical Systems,reports,Health Care,Health Care Equipment & Services,"Palo Alto, California",,203527,9273122985,715243,5,,,
,VTR,Ventas Inc,reports,Financials,Diversified Financial Services,"Chicago, Illinois",,740260,26393170024,3013081,4,,,
,VRSN,Verisign Inc.,reports,Information Technology,Internet Software & Services,"Dulles, Virginia",,1014473,6622418004,930781,7,,,
,VZ,Verizon Communications,reports,Telecommunications Services,Integrated Telecommunications Services,"New York, New York",11/30/1983,732712,189924999983,17541156,9,,,
,VRTX,Vertex Pharmaceuticals Inc,reports,Health Care,Biotechnology,"Cambridge, Massachusetts",9/20/2013,875320,27453159990,1771530,5,,,
,VIAB,Viacom Inc.,reports,Consumer Discretionary,Broadcasting & Cable TV,"New York, New York",,1339947,27720730011,3555245,1,,,
,V,Visa Inc.,reports,Information Technology,Internet Software & Services,"San Francisco, California",,1403161,157021400097,2394170,7,,,
,VNO,Vornado Realty Trust,reports,Financials,REITs,"New York, New York",,899689,20757490020,837877,4,,,
,VMC,Vulcan Materials,reports,Materials,Construction Materials,"Birmingham, Alabama",,1396009,9286384029,975860,8,,,
,WMT,Wal-Mart Stores,reports,Consumer Staples,Hypermarkets & Super Centers,"Bentonville, Arkansas",8/31/1982,104169,273906699994,7011100,2,,,
,WBA,Walgreens Boots Alliance,reports,Consumer Staples,Drug Retail,"Deerfield, Illinois",12/31/1979,104207,81279435800,4480495,2,,,
,DIS,The Walt Disney Company,reports,Consumer Discretionary,Broadcasting & Cable TV,"Burbank, California",6/30/1976,1001039,154174899980,6500450,1,,,
,WM,Waste Management Inc.,reports,Industrials,Environmental Services,"Houston, Texas",,823768,23550879998,2139489,6,,,
,WAT,Waters Corporation,reports,Health Care,Health Care Distributors & Services,"Milford, Massachusetts",,1000697,9914066984,440821,5,,,
,ANTM,Anthem Inc.,reports,Health Care,Managed Health Care,"Indianapolis, Indiana",,1156039,36431290052,1680008,5,,,
,WFC,Wells Fargo,reports,Financials,Banks,"San Francisco, California",6/30/1976,72971,268442000021,17985604,4,,,
,WDC,Western Digital,reports,Information Technology,Computer Storage & Peripherals,"Irvine, California",,106040,23466240015,2168907,7,,,
,WU,Western Union Co,reports,Information Technology,Internet Software & Services,"Englewood, Colorado",,1365135,8884660003,4689368,7,,,
,WY,Weyerhaeuser Corp.,reports,Financials,REITs,"Federal Way, Washington",,106535,18798429994,3121298,4,,,
,WHR,Whirlpool Corp.,reports,Consumer Discretionary,Household Appliances,"Benton Harbor, Michigan",,106640,15502560017,932537,1,,,
,WFM,Whole Foods Market,reports,Consumer Staples,Food Retail,"Austin, Texas",,865436,19066599992,3881100,2,,,
,WMB,Williams Cos.,reports,Energy,Oil & Gas Exploration & Production,"Tulsa, Oklahoma",3/31/1975,107263,32783710004,8412243,3,,,
,WIN,Windstream Communications,reports,Telecommunications Services,Integrated Telecommunications Services,"Little Rock, Arkansas",,1282266,4901316800,7456957,9,,,
,WEC,Wisconsin Energy Corporation,reports,Utilities,Multi-Utilities & Unregulated Power,"Milwaukee, Wisconsin",,783325,12577099980,1610963,10,,,
,WYN,Wyndham Worldwide,reports,Consumer Discretionary,"Hotels, Resorts & Cruise Lines","Parsippany, New Jersey",,1361658,10328190041,804003,1,,,
,WYNN,Wynn Resorts Ltd,reports,Consumer Discretionary,Casinos & Gaming,"Las Vegas, Nevada",,1174922,15503480004,1782850,1,,,
,XEL,Xcel Energy Inc,reports,Utilities,Multi-Utilities & Unregulated Power,"Minneapolis, Minnesota",,72903,18978390009,2712114,10,,,
,XRX,Xerox Corp.,reports,Information Technology,IT Consulting & Services,"Norwalk, Connecticut",,108772,15034289999,6034345,7,,,
,XLNX,Xilinx Inc,reports,Information Technology,Semiconductors,"San Jose, California",,743988,10311110009,4436984,7,,,
,XL,XL Capital,reports,Financials,Property & Casualty Insurance,"Hamilton, Bermuda",,875159,8900270994,3533938,4,,,
,XYL,Xylem Inc.,reports,Industrials,Industrial Conglomerates,"White Plains, New York",,1524472,6201920991,854146,6,,,
,YHOO,Yahoo Inc.,reports,Information Technology,Internet Software & Services,"Sunnyvale, California",,1011006,41427679979,19809670,7,,,
,YUM,Yum! Brands Inc,reports,Consumer Discretionary,Restaurants,"Louisville, Kentucky",,1041061,31621979990,3149640,1,,,
,ZMH,Zimmer Holdings,reports,Health Care,Health Care Equipment & Services,"Warsaw, Indiana",,1136869,18984560049,1151547,5,,,
,ZION,Zions Bancorp,reports,Financials,Banks,"Salt Lake City, Utah",,109380,4922095999,3089175,4,,,
,ZTS,Zoetis,reports,Health Care,Pharmaceuticals,"Florham Park, New Jersey",,1555280,21421610013,3100505,5,,,
